emp_id,department,age,experience,salary,duplicated,en_department
Employee_41096,Finance,31.0,6.0,67750.0,False,1
Employee_136292,Admin,39.0,4.0,61800.0,False,0
Employee_136292,Admin,39.0,4.0,61800.0,True,0
Employee_166502,Finance,38.0,3.0,60500.0,False,1
Employee_70710,Marketing,26.0,1.0,54450.0,False,4
Employee_178409,HR,27.0,6.0,66750.0,False,2
Employee_138725,Admin,32.0,10.0,76550.0,False,0
Employee_43671,Marketing,47.0,21.0,104700.0,False,4
Employee_19700,HR,36.0,9.0,74500.0,False,2
Employee_101175,Marketing,51.0,13.0,84900.0,False,4
Employee_171600,Finance,24.0,5.0,65000.0,False,1
Employee_79562,IT,34.0,15.0,89750.0,False,3
Employee_128818,Admin,21.0,0.0,51300.0,False,0
Employee_61196,Admin,41.0,21.0,104300.0,False,0
Employee_133493,Finance,51.0,7.0,70700.0,False,1
Employee_191964,Admin,61.0,33.0,134500.0,False,0
Employee_111200,Finance,44.0,7.0,70500.0,False,1
Employee_148456,Admin,52.0,18.0,97000.0,False,0
Employee_34259,HR,58.0,2.0,57200.0,False,2
Employee_8288,HR,45.0,25.0,114500.0,False,2
Employee_121122,HR,44.0,5.0,64500.0,False,2
Employee_49515,Finance,50.0,29.0,125500.0,False,1
Employee_124064,IT,48.0,14.0,87500.0,False,3
Employee_138752,HR,52.0,16.0,92200.0,False,2
Employee_26847,Finance,60.0,36.0,143200.0,False,1
Employee_179122,IT,26.0,1.0,54750.0,False,3
Employee_109404,Admin,36.0,17.0,94300.0,False,0
Employee_160976,HR,60.0,22.0,107200.0,False,2
Employee_35719,Marketing,40.0,4.0,62200.0,False,4
Employee_156435,HR,18.0,0.0,51500.0,False,2
Employee_69784,Marketing,39.0,0.0,52200.0,False,4
Employee_47938,Marketing,38.0,2.0,57200.0,False,4
Employee_193954,Marketing,38.0,2.0,57200.0,False,4
Employee_23462,Admin,52.0,20.0,102000.0,False,0
Employee_72091,Admin,39.0,10.0,76800.0,False,0
Employee_64304,Admin,48.0,9.0,74300.0,False,0
Employee_97491,Finance,54.0,13.0,85700.0,False,1
Employee_75958,IT,28.0,0.0,52250.0,False,3
Employee_13792,HR,27.0,2.0,56750.0,False,2
Employee_116930,Finance,34.0,16.0,92750.0,False,1
Employee_43424,HR,24.0,0.0,51500.0,False,2
Employee_173000,Finance,40.0,20.0,103000.0,False,1
Employee_187558,IT,54.0,36.0,142700.0,False,3
Employee_82198,HR,35.0,11.0,79250.0,False,2
Employee_91871,Finance,56.0,6.0,68200.0,False,1
Employee_140948,Marketing,25.0,5.0,64200.0,False,4
Employee_55662,HR,46.0,4.0,62000.0,False,2
Employee_28,HR,40.0,5.0,64500.0,False,2
Employee_118938,Admin,60.0,12.0,82000.0,False,0
Employee_182312,Marketing,57.0,10.0,77400.0,False,4
Employee_3476,Admin,58.0,37.0,144500.0,False,0
Employee_3476,Admin,58.0,37.0,144500.0,True,0
Employee_26253,Marketing,32.0,14.0,86950.0,False,4
Employee_134831,Marketing,62.0,13.0,84900.0,False,4
Employee_43736,Finance,62.0,39.0,150700.0,False,1
Employee_129579,Finance,19.0,1.0,55000.0,False,1
Employee_138259,Marketing,46.0,10.0,77200.0,False,4
Employee_48815,Marketing,34.0,2.0,56950.0,False,4
Employee_83825,IT,26.0,5.0,64750.0,False,3
Employee_14289,IT,64.0,24.0,112700.0,False,3
Employee_2800,Marketing,19.0,1.0,54200.0,False,4
Employee_66341,Admin,52.0,26.0,117000.0,False,0
Employee_52716,IT,26.0,5.0,64750.0,False,3
Employee_102099,Admin,42.0,20.0,101800.0,False,0
Employee_105292,IT,21.0,3.0,59500.0,False,3
Employee_23428,IT,53.0,7.0,70200.0,False,3
Employee_80945,IT,65.0,9.0,75200.0,False,3
Employee_5423,Marketing,60.0,24.0,112400.0,False,4
Employee_45421,Finance,44.0,4.0,63000.0,False,1
Employee_163000,Finance,34.0,13.0,85250.0,False,1
Employee_106521,Finance,26.0,8.0,72750.0,False,1
Employee_51736,Admin,21.0,2.0,56300.0,False,0
Employee_147888,HR,41.0,9.0,74500.0,False,2
Employee_34414,Finance,62.0,34.0,138200.0,False,1
Employee_167331,Marketing,44.0,24.0,112200.0,False,4
Employee_59769,Admin,56.0,1.0,54500.0,False,0
Employee_166972,IT,59.0,22.0,107700.0,False,3
Employee_48274,IT,33.0,11.0,79750.0,False,3
Employee_164740,IT,54.0,20.0,102700.0,False,3
Employee_150320,Finance,28.0,8.0,72750.0,False,1
Employee_101091,Admin,38.0,3.0,59300.0,False,0
Employee_151257,Admin,18.0,0.0,51300.0,False,0
Employee_97330,IT,44.0,22.0,107500.0,False,3
Employee_154555,Finance,28.0,0.0,52750.0,False,1
Employee_74057,HR,23.0,0.0,51500.0,False,2
Employee_31603,Admin,61.0,19.0,99500.0,False,0
Employee_109999,HR,45.0,7.0,69500.0,False,2
Employee_113066,HR,41.0,6.0,67000.0,False,2
Employee_130366,Admin,41.0,13.0,84300.0,False,0
Employee_138690,HR,23.0,2.0,56500.0,False,2
Employee_181180,Finance,27.0,2.0,57750.0,False,1
Employee_121851,Finance,33.0,10.0,77750.0,False,1
Employee_172366,Finance,46.0,24.0,113000.0,False,1
Employee_197318,HR,53.0,32.0,132200.0,False,2
Employee_140453,Admin,49.0,31.0,129300.0,False,0
Employee_144819,Finance,38.0,12.0,83000.0,False,1
Employee_110851,IT,42.0,13.0,85000.0,False,3
Employee_182745,IT,36.0,4.0,62500.0,False,3
Employee_158373,Admin,47.0,16.0,91800.0,False,0
Employee_7455,Admin,56.0,17.0,94500.0,False,0
Employee_57170,IT,59.0,17.0,95200.0,False,3
Employee_2807,Finance,44.0,5.0,65500.0,False,1
Employee_157780,HR,37.0,7.0,69500.0,False,2
Employee_157780,HR,37.0,7.0,69500.0,True,2
Employee_10663,HR,27.0,9.0,74250.0,False,2
Employee_190305,Marketing,41.0,17.0,94700.0,False,4
Employee_149671,Marketing,59.0,13.0,84900.0,False,4
Employee_30693,IT,30.0,4.0,62250.0,False,3
Employee_121177,IT,20.0,0.0,52000.0,False,3
Employee_31511,Marketing,36.0,12.0,82200.0,False,4
Employee_40477,Finance,60.0,20.0,103200.0,False,1
Employee_163728,Admin,25.0,0.0,51300.0,False,0
Employee_29363,Admin,54.0,4.0,62000.0,False,0
Employee_119502,Admin,23.0,3.0,58800.0,False,0
Employee_103337,Finance,50.0,9.0,75500.0,False,1
Employee_174625,Finance,51.0,10.0,78200.0,False,1
Employee_96705,Finance,45.0,19.0,100500.0,False,1
Employee_122813,Finance,54.0,1.0,55700.0,False,1
Employee_117068,Marketing,46.0,9.0,74700.0,False,4
Employee_41443,IT,53.0,7.0,70200.0,False,3
Employee_132672,Marketing,49.0,18.0,97200.0,False,4
Employee_92837,Finance,21.0,0.0,52500.0,False,1
Employee_172536,Marketing,43.0,9.0,74700.0,False,4
Employee_83708,Admin,28.0,1.0,54050.0,False,0
Employee_146498,Admin,32.0,6.0,66550.0,False,0
Employee_169341,IT,29.0,1.0,54750.0,False,3
Employee_153094,Marketing,53.0,14.0,87400.0,False,4
Employee_79768,Finance,64.0,7.0,70700.0,False,1
Employee_194524,Finance,42.0,22.0,108000.0,False,1
Employee_179936,HR,24.0,0.0,51500.0,False,2
Employee_8255,HR,45.0,21.0,104500.0,False,2
Employee_67818,HR,33.0,6.0,66750.0,False,2
Employee_40018,Finance,19.0,1.0,55000.0,False,1
Employee_56318,IT,52.0,34.0,137700.0,False,3
Employee_44729,HR,22.0,2.0,56500.0,False,2
Employee_93045,HR,48.0,19.0,99500.0,False,2
Employee_40498,IT,34.0,0.0,52250.0,False,3
Employee_39943,HR,40.0,14.0,87000.0,False,2
Employee_199700,Admin,34.0,12.0,81550.0,False,0
Employee_25828,Finance,18.0,0.0,52500.0,False,1
Employee_175966,Marketing,39.0,15.0,89700.0,False,4
Employee_35962,Admin,60.0,19.0,99500.0,False,0
Employee_198377,IT,43.0,3.0,60000.0,False,3
Employee_133227,Marketing,38.0,1.0,54700.0,False,4
Employee_93823,Admin,33.0,5.0,64050.0,False,0
Employee_196365,HR,56.0,18.0,97200.0,False,2
Employee_90474,IT,53.0,24.0,112700.0,False,3
Employee_156585,Marketing,59.0,33.0,134900.0,False,4
Employee_129528,Marketing,34.0,8.0,71950.0,False,4
Employee_142094,IT,63.0,15.0,90200.0,False,3
Employee_165173,IT,43.0,23.0,110000.0,False,3
Employee_157007,HR,47.0,14.0,87000.0,False,2
Employee_80716,Finance,18.0,0.0,52500.0,False,1
Employee_68222,Marketing,18.0,0.0,51700.0,False,4
Employee_175650,Admin,43.0,10.0,76800.0,False,0
Employee_163679,HR,28.0,8.0,71750.0,False,2
Employee_87038,Finance,36.0,8.0,73000.0,False,1
Employee_103415,Marketing,21.0,3.0,59200.0,False,4
Employee_153634,HR,58.0,2.0,57200.0,False,2
Employee_191082,Admin,54.0,16.0,92000.0,False,0
Employee_191082,Admin,54.0,16.0,92000.0,True,0
Employee_57626,IT,35.0,2.0,57250.0,False,3
Employee_86309,Finance,63.0,23.0,110700.0,False,1
Employee_137115,Marketing,31.0,2.0,56950.0,False,4
Employee_134221,Finance,43.0,2.0,58000.0,False,1
Employee_137862,Finance,60.0,39.0,150700.0,False,1
Employee_195694,Marketing,34.0,11.0,79450.0,False,4
Employee_44998,Admin,65.0,37.0,144500.0,False,0
Employee_24388,Marketing,41.0,22.0,107200.0,False,4
Employee_178862,IT,59.0,8.0,72700.0,False,3
Employee_58016,Finance,36.0,14.0,88000.0,False,1
Employee_70518,IT,57.0,21.0,105200.0,False,3
Employee_152957,IT,29.0,3.0,59750.0,False,3
Employee_193889,Admin,34.0,1.0,54050.0,False,0
Employee_17845,Finance,34.0,4.0,62750.0,False,1
Employee_177989,IT,53.0,22.0,107700.0,False,3
Employee_183669,IT,30.0,7.0,69750.0,False,3
Employee_64548,Marketing,58.0,33.0,134900.0,False,4
Employee_124662,Marketing,33.0,11.0,79450.0,False,4
Employee_23571,IT,30.0,6.0,67250.0,False,3
Employee_58148,HR,22.0,3.0,59000.0,False,2
Employee_79777,Finance,38.0,10.0,78000.0,False,1
Employee_68489,Marketing,24.0,3.0,59200.0,False,4
Employee_196060,IT,21.0,0.0,52000.0,False,3
Employee_140330,Finance,49.0,29.0,125500.0,False,1
Employee_143357,Finance,25.0,7.0,70000.0,False,1
Employee_137526,HR,53.0,7.0,69700.0,False,2
Employee_195787,Finance,39.0,12.0,83000.0,False,1
Employee_11126,Admin,27.0,2.0,56550.0,False,0
Employee_51484,IT,29.0,9.0,74750.0,False,3
Employee_80791,HR,61.0,35.0,139700.0,False,2
Employee_176945,Admin,48.0,3.0,59300.0,False,0
Employee_90925,HR,25.0,3.0,59000.0,False,2
Employee_57410,IT,44.0,12.0,82500.0,False,3
Employee_162219,IT,29.0,11.0,79750.0,False,3
Employee_68353,IT,50.0,23.0,110000.0,False,3
Employee_49215,Marketing,35.0,10.0,76950.0,False,4
Employee_157167,Finance,54.0,12.0,83200.0,False,1
Employee_157167,Finance,54.0,12.0,83200.0,True,1
Employee_171643,Finance,28.0,4.0,62750.0,False,1
Employee_99258,Finance,54.0,28.0,123200.0,False,1
Employee_128322,Marketing,47.0,9.0,74700.0,False,4
Employee_169501,Marketing,45.0,9.0,74700.0,False,4
Employee_10250,Finance,44.0,21.0,105500.0,False,1
Employee_119239,HR,41.0,13.0,84500.0,False,2
Employee_44520,Finance,29.0,9.0,75250.0,False,1
Employee_4842,HR,30.0,11.0,79250.0,False,2
Employee_20255,Finance,32.0,8.0,72750.0,False,1
Employee_8315,Marketing,46.0,3.0,59700.0,False,4
Employee_23864,Admin,55.0,26.0,117000.0,False,0
Employee_58499,Finance,19.0,1.0,55000.0,False,1
Employee_8912,IT,33.0,15.0,89750.0,False,3
Employee_100399,Finance,24.0,0.0,52500.0,False,1
Employee_44852,Finance,19.0,1.0,55000.0,False,1
Employee_176834,Finance,40.0,13.0,85500.0,False,1
Employee_34972,Marketing,50.0,11.0,79700.0,False,4
Employee_158092,Finance,54.0,32.0,133200.0,False,1
Employee_174776,IT,53.0,22.0,107700.0,False,3
Employee_114346,Marketing,19.0,0.0,51700.0,False,4
Employee_27972,Marketing,26.0,6.0,66950.0,False,4
Employee_53121,Admin,31.0,3.0,59050.0,False,0
Employee_9382,Marketing,25.0,1.0,54200.0,False,4
Employee_180557,HR,40.0,16.0,92000.0,False,2
Employee_31457,HR,51.0,22.0,107200.0,False,2
Employee_197332,Marketing,65.0,36.0,142400.0,False,4
Employee_168275,Marketing,28.0,8.0,71950.0,False,4
Employee_42467,Marketing,24.0,0.0,51700.0,False,4
Employee_74385,HR,63.0,9.0,74700.0,False,2
Employee_39805,Admin,42.0,6.0,66800.0,False,0
Employee_27581,HR,32.0,0.0,51750.0,False,2
Employee_157656,Finance,38.0,8.0,73000.0,False,1
Employee_4547,Marketing,57.0,35.0,139900.0,False,4
Employee_155455,HR,23.0,5.0,64000.0,False,2
Employee_155455,HR,23.0,5.0,64000.0,True,2
Employee_117470,IT,32.0,0.0,52250.0,False,3
Employee_165948,Admin,37.0,6.0,66800.0,False,0
Employee_43242,Admin,34.0,9.0,74050.0,False,0
Employee_39,HR,29.0,10.0,76750.0,False,2
Employee_17623,IT,32.0,0.0,52250.0,False,3
Employee_130688,IT,23.0,4.0,62000.0,False,3
Employee_106297,Finance,60.0,8.0,73200.0,False,1
Employee_13226,Finance,20.0,1.0,55000.0,False,1
Employee_41106,Finance,46.0,12.0,83000.0,False,1
Employee_182512,Finance,38.0,6.0,68000.0,False,1
Employee_4154,Admin,51.0,30.0,127000.0,False,0
Employee_177157,IT,42.0,13.0,85000.0,False,3
Employee_124232,Marketing,49.0,0.0,52200.0,False,4
Employee_175717,HR,24.0,6.0,66500.0,False,2
Employee_132232,Admin,62.0,12.0,82000.0,False,0
Employee_174609,Finance,21.0,1.0,55000.0,False,1
Employee_47930,Admin,62.0,13.0,84500.0,False,0
Employee_94058,IT,33.0,1.0,54750.0,False,3
Employee_22656,Marketing,38.0,1.0,54700.0,False,4
Employee_127489,IT,22.0,3.0,59500.0,False,3
Employee_164071,HR,44.0,23.0,109500.0,False,2
Employee_12221,Marketing,22.0,0.0,51700.0,False,4
Employee_132002,Marketing,30.0,7.0,69450.0,False,4
Employee_32805,IT,30.0,5.0,64750.0,False,3
Employee_72008,Finance,23.0,4.0,62500.0,False,1
Employee_105073,Marketing,54.0,36.0,142400.0,False,4
Employee_156833,IT,30.0,8.0,72250.0,False,3
Employee_187190,HR,33.0,5.0,64250.0,False,2
Employee_88146,HR,64.0,17.0,94700.0,False,2
Employee_77271,IT,60.0,10.0,77700.0,False,3
Employee_135940,Marketing,53.0,30.0,127400.0,False,4
Employee_125477,Marketing,39.0,9.0,74700.0,False,4
Employee_47045,Finance,54.0,6.0,68200.0,False,1
Employee_184878,Admin,23.0,4.0,61300.0,False,0
Employee_120695,HR,61.0,15.0,89700.0,False,2
Employee_161778,Finance,20.0,1.0,55000.0,False,1
Employee_15731,Admin,64.0,38.0,147000.0,False,0
Employee_49105,Admin,39.0,0.0,51800.0,False,0
Employee_124391,Finance,63.0,16.0,93200.0,False,1
Employee_101419,Marketing,28.0,9.0,74450.0,False,4
Employee_108072,HR,25.0,2.0,56500.0,False,2
Employee_102364,Admin,24.0,3.0,58800.0,False,0
Employee_193328,HR,28.0,4.0,61750.0,False,2
Employee_153536,Finance,36.0,6.0,68000.0,False,1
Employee_113024,Finance,40.0,11.0,80500.0,False,1
Employee_189017,IT,37.0,2.0,57500.0,False,3
Employee_51598,Admin,50.0,31.0,129300.0,False,0
Employee_196004,IT,32.0,10.0,77250.0,False,3
Employee_158611,IT,34.0,7.0,69750.0,False,3
Employee_5630,Marketing,28.0,0.0,51950.0,False,4
